stars,forks,watchers,contributors,days_since_push,has_readme,readme_word_count,readme_char_count,topics_count,language,license,readme_svd_0,readme_svd_1,readme_svd_2,readme_svd_3,readme_svd_4,readme_svd_5,readme_svd_6,readme_svd_7,readme_svd_8,readme_svd_9,readme_top_term
70679,24207,2518,0,170.72,0,0,0,10,C,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70583,18802,2854,0,172.97,0,0,0,4,Go,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70312,4460,687,0,184.07,0,0,0,10,C,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70262,16517,2103,0,182.87,0,0,0,7,Python,"BSD 3-Clause ""New"" or ""Revised"" License",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69694,12900,1267,0,170.67,0,0,0,10,TypeScript,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69663,9373,1851,0,190.26,0,0,0,10,missing,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69626,7417,1517,0,172.89,0,0,0,10,missing,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69586,15871,1894,0,188.36,0,0,0,10,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69524,15065,3330,0,188.97,0,0,0,0,Python,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69481,16744,1647,0,174.33,0,0,0,3,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69371,8902,659,0,173.07,0,0,0,10,TypeScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69169,8371,283,0,178.21,0,0,0,5,Python,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69156,10152,1704,0,186.87,0,0,0,7,C++,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69003,10525,2437,0,170.76,0,0,0,0,C++,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68972,8013,371,0,170.66,0,0,0,7,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68926,15856,2030,0,170.67,0,0,0,8,C++,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68636,32719,1530,0,170.8,0,0,0,0,Python,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68470,2761,320,0,176.2,0,0,0,0,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68428,9656,614,0,171.05,0,0,0,10,Jupyter Notebook,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68362,7897,1169,0,288.33,0,0,0,10,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68182,5551,452,0,173.01,0,0,0,2,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67915,11157,1049,0,174.05,0,0,0,10,C++,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67810,15569,1533,0,170.67,0,0,0,10,TypeScript,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67688,10292,1592,0,170.66,0,0,0,10,Python,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67621,20500,1692,0,180.45,0,0,0,4,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67587,11233,969,0,172.8,0,0,0,4,Jupyter Notebook,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66877,7570,345,0,171.72,0,0,0,0,HTML,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66816,3562,266,0,171.45,0,0,0,4,Dart,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66535,8654,1470,0,173.72,0,0,0,10,C,GNU General Public License v2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66512,4470,848,0,171.96,0,0,0,10,Go,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66461,11961,1357,0,184.57,0,0,0,6,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66398,7783,482,0,173.12,0,0,0,0,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66339,1956,122,0,170.72,0,0,0,4,Rust,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66123,24074,1894,0,172.58,0,0,0,2,Python,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66021,8089,2057,0,173.58,0,0,0,10,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65813,3693,446,0,176.97,0,0,0,5,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65570,9110,1209,0,184.33,0,0,0,10,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65517,9094,1444,0,171.74,0,0,0,10,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65470,1725,189,0,179.17,0,0,0,4,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65326,24584,1966,0,171.16,0,0,0,0,PHP,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65173,4527,366,0,174.27,0,0,0,10,Dart,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65131,10283,2277,0,177.12,0,0,0,4,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65054,13474,273,0,170.66,0,0,0,10,TypeScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65044,13681,487,0,174.39,0,0,0,10,Python,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64878,6582,1886,0,173.77,0,0,0,10,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64846,9193,1275,0,563.07,0,0,0,0,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64844,5531,203,0,173.05,0,0,0,10,Java,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64799,5098,263,0,170.7,0,0,0,4,Rust,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64501,19765,1975,0,174.4,0,0,0,9,TypeScript,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64448,7900,729,0,174.56,0,0,0,3,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64418,12952,2589,0,282.21,0,0,0,10,Java,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64237,2211,303,0,171.04,0,0,0,3,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63857,4772,369,0,560.61,0,0,0,0,Dockerfile,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63563,4249,770,0,176.06,0,0,0,7,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63528,12160,347,0,588.45,0,0,0,0,Scala,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63392,6544,286,0,171.2,0,0,0,10,TypeScript,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63379,19618,1882,0,172.96,0,0,0,8,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63214,20231,2199,0,172.43,0,0,0,10,Java,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63194,26182,2138,0,171.13,0,0,0,5,Python,"BSD 3-Clause ""New"" or ""Revised"" License",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62966,7523,426,0,170.7,0,0,0,9,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62933,7280,1341,0,194.92,0,0,0,4,Assembly,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62912,6380,483,0,181.45,0,0,0,10,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62910,11828,1036,0,178.21,0,0,0,0,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62603,1357,342,0,1099.47,0,0,0,0,JavaScript,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62533,8233,2299,0,1021.21,0,0,0,4,missing,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62444,6056,1689,0,217.01,0,0,0,6,missing,Creative Commons Zero v1.0 Universal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62361,10137,1502,0,186.45,0,0,0,4,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62156,5408,301,0,171.56,0,0,0,4,Rust,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61544,9357,429,0,173.04,0,0,0,6,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61329,15202,1262,0,177.16,0,0,0,1,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61326,6324,648,0,173.02,0,0,0,6,MDX,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61173,6678,581,0,259.07,0,0,0,5,missing,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60935,7074,817,0,432.81,0,0,0,4,JavaScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60619,17312,2631,0,1142.3,0,0,0,7,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60552,11092,2198,0,176.62,0,0,0,6,Nunjucks,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60421,17805,3212,0,678.27,0,0,0,0,missing,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60384,5175,450,0,196.01,0,0,0,6,Python,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60310,4239,523,0,171.05,0,0,0,7,Python,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60159,9749,1114,0,173.18,0,0,0,7,Go,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60153,3173,448,0,172.55,0,0,0,10,Rust,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60003,11188,1002,0,180.73,0,0,0,0,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59840,6660,1070,0,175.1,0,0,0,3,Java,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59803,10872,355,0,180.83,0,0,0,4,Rust,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59560,20548,3149,0,170.75,0,0,0,1,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59409,3796,404,0,199.19,0,0,0,10,CSS,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59083,4698,393,0,170.81,0,0,0,10,Markdown,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59009,16353,2431,0,413.41,0,0,0,3,C#,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58771,27320,3757,0,677.01,0,0,0,0,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58754,38668,3310,0,173.1,0,0,0,3,Java,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58687,9799,540,0,387.84,0,0,0,0,Python,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58162,7012,846,0,233.26,0,0,0,5,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58089,11028,1774,0,181.4,0,0,0,8,Python,"BSD 3-Clause ""New"" or ""Revised"" License",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58083,3686,989,0,172.16,0,0,0,7,JavaScript,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58060,5353,789,0,170.87,0,0,0,10,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58025,12155,387,0,189.5,0,0,0,10,Shell,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57544,2849,230,0,175.16,0,0,0,2,Rust,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57150,12293,2483,0,201.42,0,0,0,7,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57028,6792,1580,0,212.84,0,0,0,10,Dart,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57002,6985,287,0,173.52,0,0,0,10,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56785,9794,437,0,170.66,0,0,0,10,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56701,4114,385,0,171.59,0,0,0,10,TypeScript,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56537,5398,549,0,173.01,0,0,0,4,JavaScript,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56534,7573,477,0,461.93,0,0,0,0,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56507,15980,2246,0,602.24,0,0,0,0,JavaScript,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56374,9805,1366,0,297.1,0,0,0,0,Python,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56354,5463,673,0,173.31,0,0,0,10,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56323,2952,491,0,554.18,0,0,0,10,Go,"BSD 3-Clause ""New"" or ""Revised"" License",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56056,13557,357,0,413.39,0,0,0,5,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55951,10089,1321,0,170.68,0,0,0,3,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55914,10282,717,0,171.13,0,0,0,7,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55620,15032,1572,0,173.38,0,0,0,0,Kotlin,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55593,9476,1327,0,217.34,0,0,0,10,JavaScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55430,10707,807,0,172.45,0,0,0,0,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55352,13669,1564,0,546.48,0,0,0,4,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55166,17157,376,0,176.35,0,0,0,10,Python,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54969,2232,292,0,182.28,0,0,0,10,Rust,The Unlicense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54929,9063,942,0,264.26,0,0,0,6,Python,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54928,6104,631,0,173.64,0,0,0,10,Go,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54800,7273,538,0,280.32,0,0,0,10,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54682,3707,253,0,171.32,0,0,0,10,TypeScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54446,13420,1537,0,222.02,0,0,0,10,Python,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54411,1792,176,0,173.7,0,0,0,7,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54245,14596,1304,0,547.43,0,0,0,7,Vue,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54208,1340,210,0,174.02,0,0,0,8,Rust,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54065,6153,459,0,538.0,0,0,0,10,Rust,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53801,4602,237,0,171.8,0,0,0,10,TypeScript,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53676,5381,599,0,400.61,0,0,0,5,Makefile,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53571,10234,2765,0,592.37,0,0,0,3,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53528,1875,535,0,189.29,0,0,0,10,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53429,5777,1272,0,352.11,0,0,0,10,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53382,10528,1477,0,615.89,0,0,0,3,CSS,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53239,9539,1320,0,183.89,0,0,0,8,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53217,4439,226,0,208.82,0,0,0,8,Ruby,GNU Affero General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53201,8561,467,0,173.12,0,0,0,10,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53127,2871,704,0,172.33,0,0,0,10,Shell,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53101,2868,204,0,171.33,0,0,0,10,TypeScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53001,2152,295,0,172.88,0,0,0,10,Rust,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52846,12998,1488,0,170.7,0,0,0,10,C,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52536,4635,388,0,171.12,0,0,0,10,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52353,3007,833,0,171.13,0,0,0,2,Rust,Creative Commons Zero v1.0 Universal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52349,4664,577,0,172.05,0,0,0,10,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52272,5335,1372,0,673.9,0,0,0,5,missing,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52038,9668,1803,0,173.64,0,0,0,7,missing,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52016,13438,1579,0,172.99,0,0,0,10,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51859,1907,364,0,181.13,0,0,0,6,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51843,5161,290,0,173.41,0,0,0,0,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51730,4871,379,0,172.49,0,0,0,10,Python,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51723,10420,1122,0,170.92,0,0,0,0,JavaScript,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51681,6063,322,0,518.01,0,0,0,0,Jupyter Notebook,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51447,8866,752,0,171.14,0,0,0,0,TypeScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51283,2852,448,0,257.33,0,0,0,10,Shell,GNU General Public License v3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51198,6675,1309,0,170.82,0,0,0,10,missing,GNU General Public License v2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51198,4918,1286,0,447.87,0,0,0,10,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51191,6002,1525,0,170.81,0,0,0,9,Kotlin,missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51149,3751,426,0,548.86,0,0,0,10,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51085,5457,482,0,170.7,0,0,0,10,TypeScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51060,11062,2352,0,171.19,0,0,0,2,Java,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50902,4555,413,0,171.32,0,0,0,10,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50835,2205,190,0,171.01,0,0,0,10,Rust,ISC License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50748,2342,189,0,295.21,0,0,0,1,Shell,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50521,5540,258,0,200.34,0,0,0,6,Python,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50484,8362,636,0,537.57,0,0,0,0,Python,Apache License 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50482,11021,1032,0,170.97,0,0,0,8,JavaScript,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50408,6017,496,0,170.72,0,0,0,10,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50297,2214,500,0,170.74,0,0,0,10,C++,GNU General Public License v2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50264,30484,639,0,170.74,0,0,0,7,TypeScript,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50192,2593,272,0,170.89,0,0,0,4,Go,MIT License,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
